Code;Libellé;Part des cadres et prof. intellectuelles sup. dans le nb d’emplois au LT 2021;Part des employés dans le nb d’emplois au LT 2021;Part des ouvriers dans le nb d’emplois au LT 2021;Part des artisans, commerçants, chefs d’ent. dans le nb d’emplois au LT 2021
47005;Allemans-du-Dropt;6.9;38.7;18;10.7
47006;Allez-et-Cazeneuve;2.8;18.2;27.3;27.6
47007;Allons;0;26.7;23;23.6
47008;Ambrus;0;0;37.3;0
47009;Andiran;8.7;9.3;47.2;3.3
47010;Antagnac;0;0;19.8;39.5
47011;Anthé;0;0;14.7;42.7
47012;Anzex;20.7;0;19.9;28.1
47013;Argenton;0;25.9;34.9;26.1
47014;Armillac;0;0;23.3;25.6
47015;Astaffort;14.8;24.9;18.3;12.4
47016;Aubiac;14.2;9.6;20.3;27.5
47017;Auradou;15.1;0;30.2;12.4
47018;Auriac-sur-Dropt;0;28.6;0;57.1
47019;Bajamont;0;12.1;18;19.7
47020;Baleyssagues;0;0;50.2;24.9
47021;Barbaste;9.7;28.2;19.9;24.1
47022;Bazens;5.6;6.3;52;9.8
47023;Beaugas;0;10.6;10.2;19.7
47024;Beaupuy;2.9;28.2;28.9;19.3
47025;Beauville;13.9;19.4;17;21.8
47026;Beauziac;8.1;22.6;16.6;0
47027;Bias;5.5;38.8;25.3;8.4
47028;Birac-sur-Trec;3.3;19.8;42;6.6
47029;Blanquefort-sur-Briolance;5;34.8;35;10.2
47030;Blaymont;33.4;0;11.1;22.2
47031;Boé;11;30.7;21.7;6.9
47032;Bon-Encontre;9.3;21.8;35.2;7.7
47033;Boudy-de-Beauregard;0;32.6;22.2;11.2
47034;Bouglon;6.8;28.2;16.3;16.5
47035;Bourgougnague;24.3;8.3;17.1;9.4
47036;Bourlens;33.2;10.9;22.4;0
47037;Bournel;9.8;20;49.8;10.2
47038;Bourran;7.5;15.9;46.2;5.2
47039;Boussès;0;0;0;100
47040;Brax;6.6;20.4;41.5;12.9
47041;Bruch;8.6;16.2;37.7;4.3
47042;Brugnac;12.9;0;25.3;36.1
47043;Buzet-sur-Baïse;9.9;17.5;35.5;4.2
47044;Cahuzac;0;18.1;38.4;12.7
47045;Calignac;10.6;10.6;25.4;5.2
47046;Calonges;0;7.3;32.4;17.5
47047;Cambes;0;39.2;41.2;0
47048;Cancon;5.9;30;26.6;16.2
47049;Casseneuil;9.3;19.9;35.7;5.8
47050;Cassignas;0;20;0;0
47051;Castelculier;8.3;25.1;29;10.5
47052;Casteljaloux;8.4;36.3;23.6;10.3
47053;Castella;0;0;20.6;36.4
47054;Castelmoron-sur-Lot;12.3;27.3;24.7;9.8
47055;Castelnaud-de-Gratecambe;0;25.6;33;9.9
47056;Castelnau-sur-Gupie;7.6;7.3;28.9;20.9
47057;Castillonnès;4.7;30.3;24.4;15.2
47058;Caubeyres;4.7;51.2;18.1;6.1
47059;Caubon-Saint-Sauveur;0;24.3;12.7;13.1
47060;Caudecoste;0;21.3;17;37.5
47061;Caumont-sur-Garonne;0;36.5;36.1;12.4
47062;Cauzac;12.4;13.2;22.4;24.9
47063;Cavarc;0;0;33.3;0
47064;Cazideroque;0;0;11.1;11.1
47065;Clairac;15;22.6;23.6;6.5
47066;Clermont-Dessous;6.8;29.9;30.4;16.6
47067;Clermont-Soubiran;0;24.8;37.9;24.8
47068;Cocumont;5.3;21.2;37.5;12.5
47069;Colayrac-Saint-Cirq;6.7;27.1;28.9;16.9
47070;Condezaygues;6.5;6.4;60.6;6.4
47071;Coulx;4.8;17.5;24.2;4.8
47072;Courbiac;0;50;0;50
47073;Cours;0;28.1;15.3;0
47074;Couthures-sur-Garonne;16.6;33.5;33.1;0
47075;La Croix-Blanche;8.2;19.6;4.9;44.8
47076;Cuq;0;16.5;0;16.5
47077;Cuzorn;3.2;15.7;37.7;25.2
47078;Damazan;9;21.3;42.5;5.5
47079;Dausse;0;48;9.5;12.1
47080;Dévillac;14.2;28.4;29;0
47081;Dolmayrac;4.5;15.4;26.4;17.9
47082;Dondas;0;12.3;24.2;0
47083;Doudrac;33.5;0;32.9;0
47084;Douzains;11.9;0;0;37.6
47085;Durance;0;19.3;31.4;19.4
47086;Duras;7.6;34.6;22.5;10.8
47087;Engayrac;0;17.1;0;33.1
47088;Escassefort;4.8;25.4;32.5;8.7
47089;Esclottes;0;0;55.6;35.7
47090;Espiens;21.5;6.6;7.6;13.8
47091;Estillac;14.4;14.4;42.4;3.4
47092;Fals;0;0;51.7;0
47093;Fargues-sur-Ourbise;9.9;19.5;19.8;10.5
47094;Fauguerolles;16.1;17.7;32.6;11
47095;Fauillet;4.1;15.7;48.8;11.6
47096;Ferrensac;10.9;21.8;0;0
47097;Feugarolles;4.6;25.8;29.1;14.2
47098;Fieux;0;24.9;30.7;23.4
47099;Fongrave;6.4;14.6;28.1;18.9
47100;Foulayronnes;11.6;28.7;15.6;8.6
47101;Fourques-sur-Garonne;12.2;20;24;14.2
47102;Francescas;9.3;26.4;32.7;7.8
47103;Fréchou;0;0;18.4;0
47104;Frégimont;0;24.8;12.5;0
47105;Frespech;6.3;43.7;17.4;13.5
47106;Fumel;11.6;36.6;19.5;11.2
47107;Galapian;0;0;23.3;33.7
47108;Gaujac;0;25.6;34.6;0
47109;Gavaudun;9.1;17.4;10.7;27.2
47110;Gontaud-de-Nogaret;1.8;23.3;38.5;10.9
47111;Granges-sur-Lot;2.9;25.2;32.1;28.2
47112;Grateloup-Saint-Gayrand;0;41.5;9.8;16.3
47113;Grayssas;0;0;0;0
47114;Grézet-Cavagnan;8.4;25.2;33.2;8.5
47115;Guérin;8.9;24.9;21.1;20.5
47117;Hautefage-la-Tour;0;17.8;25.9;9.9
47118;Hautesvignes;0;0;0;0
47119;Houeillès;0;39.9;22.3;10.5
47120;Jusix;0;0;0;0
47121;Labastide-Castel-Amouroux;0;17.1;66.7;0
47122;Labretonie;0;16.9;7.6;0
47123;Lacapelle-Biron;9.2;16.4;41.6;24.6
47124;Lacaussade;0;26.5;19.1;0
47125;Lacépède;0;16.4;25.3;16.3
47126;Lachapelle;0;50;50;0
47127;Lafitte-sur-Lot;7.2;30.9;52;10
47128;Lafox;2.8;21.7;36.3;24.3
47129;Lagarrigue;0;9.8;38;9.1
47130;Lagruère;0;0;0;47.7
47131;Lagupie;20.6;18.2;14;16.4
47132;Lalandusse;18.9;9.6;0;41.2
47133;Lamontjoie;11.2;38.5;0;11.2
47134;Lannes;0;6.2;37.1;0
47135;Laparade;0;19.9;0;40.5
47136;Laperche;0;0;0;0
47137;Laplume;6.2;34.6;31.1;6.5
47138;Laroque-Timbaut;5.1;43.5;18.3;4.5
47139;Lasserre;25;0;0;0
47140;Laugnac;0;46.5;6.2;13.5
47141;Laussou;33.6;34.4;0;0
47142;Lauzun;0;16.9;29;32.4
47143;Lavardac;6.4;35.9;15.9;11.6
47144;Lavergne;0;11.4;44.6;33.1
47145;Layrac;6.6;35.5;24.1;10.2
47146;Lédat;3.9;22.7;31.1;18.9
47147;Lévignac-de-Guyenne;3.3;38.3;10.4;10.7
47148;Leyritz-Moncassin;16.7;8.3;33.4;17.1
47150;Longueville;0;30.2;40;9.7
47151;Loubès-Bernac;0;10.5;30.8;8.5
47152;Lougratte;9.8;4.9;19.9;19.6
47154;Lusignan-Petit;12.4;12.6;25.3;12.4
47155;Madaillan;0;19.9;6.1;26.7
47156;Marcellus;0;26.6;28.6;12.7
47157;Marmande;11.8;27.8;26.7;5.9
47158;Marmont-Pachas;8.2;11.5;34.4;11.5
47159;Le Mas-d'Agenais;12.4;34.7;22.7;7.2
47160;Masquières;51.1;0;0;48.9
47161;Massels;0;0;24.9;0
47162;Massoulès;0;0;33.4;0
47163;Mauvezin-sur-Gupie;19.2;5.1;49.9;10
47164;Mazières-Naresse;0;0;42.2;42.1
47165;Meilhan-sur-Garonne;6;16.6;36.6;13.4
47167;Mézin;5.5;24.4;24.8;12.5
47168;Miramont-de-Guyenne;5.4;37.2;23.1;10.4
47169;Moirax;3.5;27.8;13.1;28.1
47170;Monbahus;2.9;0;17.7;29.4
47171;Monbalen;13.3;16.6;15.1;15
47172;Moncaut;0;24.6;0;25.9
47173;Monclar;4.9;50.8;6.1;11.6
47174;Moncrabeau;3.2;0;19;18.8
47175;Monflanquin;9.9;31.5;16.4;17.3
47176;Montgaillard-en-Albret;0;28.5;30.8;10.3
47177;Monheurt;0;20;39.6;0
47178;Monségur;5.6;18.4;34.5;12
47179;Monsempron-Libos;6;30.3;25;15.5
47180;Montagnac-sur-Auvignon;6.9;14.8;8.1;28.7
47181;Montagnac-sur-Lède;13.7;14.1;35.9;29.6
47182;Montastruc;5.9;0;22.4;15.8
47183;Montauriol;0;0;0;51.6
47184;Montaut;0;11.5;0;24.6
47185;Montayral;6.2;31.2;31.7;9.2
47186;Montesquieu;13;17.6;35.9;15
47187;Monteton;7.4;3.7;44.8;18.8
47188;Montignac-de-Lauzun;28.4;0;0;28.3
47189;Montignac-Toupinerie;0;0;0;33.3
47190;Montpezat;6.2;21.3;17.9;12.1
47191;Montpouillan;18.3;15.9;9.5;6.4
47192;Monviel;0;20;0;0
47193;Moulinet;8.3;0;33.7;33.1
47194;Moustier;23.7;32.8;31.6;0
47195;Nérac;13.8;27.9;19.9;10.5
47196;Nicole;10.6;15.5;50.1;4.9
47197;Nomdieu;0;25.1;25;24.9
47198;Pailloles;16.4;0;0;50.2
47199;Pardaillan;7.1;14.4;29.1;7.3
47200;Parranquet;0;0;20;20
47201;Le Passage;11.2;23;27.8;6.8
47202;Paulhiac;5.4;29.1;14.8;43.4
47203;Penne-d'Agenais;13.3;32.5;12.2;13.8
47204;Peyrière;0;39.6;0;40.7
47205;Pindères;0;0;0;0
47206;Pinel-Hauterive;14.9;7.1;0;7.4
47207;Pompiey;100;0;0;0
47208;Pompogne;0;28.3;43;14.4
47209;Pont-du-Casse;9;27.8;22.4;8
47210;Port-Sainte-Marie;6.8;23.7;41.1;5.1
47211;Poudenas;7.5;30.3;14.1;20.7
47212;Poussignac;9.8;20.3;29.3;20.5
47213;Prayssas;8.9;38.5;13.9;10.2
47214;Puch-d'Agenais;3;28;28.3;15.5
47215;Pujols;7.8;28.3;13.4;12.2
47216;Puymiclan;0;27.3;18.8;3.9
47217;Puymirol;2.4;60.5;10.3;5.1
47218;Puysserampion;0;0;0;33.3
47219;Rayet;0;0;0;0
47220;Razimet;7.2;22.4;44.2;16.9
47221;Réaup-Lisse;0;19.5;26.2;27.3
47222;La Réunion;9.7;16;25.1;19.7
47223;Rives;15.8;7;17.1;17.6
47224;Romestaing;0;100;0;0
47225;Roquefort;14.9;24.4;24.9;9.9
47226;Roumagne;5;25.8;27.7;10.4
47227;Ruffiac;0;0;0;0
47228;Saint-Antoine-de-Ficalba;12.4;10.9;41;10
47229;Saint-Astier;0;0;24.8;25.1
47230;Saint-Aubin;0;7.5;38.8;11.6
47231;Saint-Avit;0;16.7;16.7;16.7
47232;Saint-Barthélemy-d'Agenais;7.3;20.8;29;7.7
47233;Sainte-Bazeille;6.9;26.9;28.6;12.7
47234;Saint-Caprais-de-Lerm;0;22.2;0;44.3
47235;Saint-Colomb-de-Lauzun;30.8;24.7;21.9;0
47236;Sainte-Colombe-de-Duras;14;0;20.2;14
47237;Sainte-Colombe-de-Villeneuve;0;0;8.9;27.5
47238;Sainte-Colombe-en-Bruilhois;8;24.6;29.9;4.2
47239;Saint-Étienne-de-Fougères;0;30;29;9.5
47240;Saint-Étienne-de-Villeréal;0;24.8;12.3;25.9
47241;Saint-Eutrope-de-Born;2.4;24.8;10.9;11.7
47242;Saint-Front-sur-Lémance;0;12;22.4;33.5
47244;Sainte-Gemme-Martaillac;0;8.9;52.5;9.1
47245;Saint-Géraud;0;0;49.2;50.8
47246;Saint-Hilaire-de-Lusignan;9;25.2;14.4;21.7
47247;Saint-Jean-de-Duras;0;16.1;8.2;24.9
47248;Saint-Jean-de-Thurac;0;35.2;35.1;23.6
47249;Saint-Laurent;2.5;17.4;37.1;32.9
47250;Saint-Léger;10.4;0;74;5.2
47251;Saint-Léon;6.4;11.3;56.1;14.7
47252;Sainte-Livrade-sur-Lot;9.6;26.5;32;8.9
47253;Sainte-Marthe;1.3;21.7;37.5;24.8
47254;Saint-Martin-Curton;20.2;39.9;19.7;0
47255;Saint-Martin-de-Beauville;0;24.9;0;25.5
47256;Saint-Martin-de-Villeréal;0;20.3;38.5;20.6
47257;Saint-Martin-Petit;0;35.4;28.7;14.6
47258;Sainte-Maure-de-Peyriac;9.2;0;54.4;18
47259;Saint-Maurice-de-Lestapel;0;0;0;50
47260;Saint-Maurin;12.3;15.9;16.5;14
47262;Saint-Nicolas-de-la-Balerme;0;54.1;17.9;0
47263;Saint-Pardoux-du-Breuil;0;15.8;58;13.9
47264;Saint-Pardoux-Isaac;3.3;35.5;23.6;14.6
47265;Saint-Pastour;11.9;12.9;0;37.2
47266;Saint-Pé-Saint-Simon;12.5;12.5;12.5;37.5
47267;Saint-Pierre-de-Buzet;0;100;0;0
47269;Saint-Pierre-de-Clairac;0;26.1;28.1;11
47271;Saint-Pierre-sur-Dropt;3.2;8.5;39;26.1
47272;Saint-Quentin-du-Dropt;8.4;0;61.3;0
47273;Saint-Robert;0;50.1;0;24.6
47274;Saint-Romain-le-Noble;0;48.9;12.2;10.4
47275;Saint-Salvy;0;12.5;12.5;37.5
47276;Saint-Sardos;0;34.5;18;0
47277;Saint-Sauveur-de-Meilhan;0;10.2;48.2;41.7
47278;Saint-Sernin;0;19.9;29.3;19.8
47279;Saint-Sixte;0;0;61.5;0
47280;Saint-Sylvestre-sur-Lot;6.1;18.7;30.6;15.4
47281;Saint-Urcisse;0;0;0;50
47282;Saint-Vincent-de-Lamontjoie;0;19.4;38.7;20
47283;Saint-Vite;0;32.6;30;12.6
47284;Salles;7.9;8;7.9;0
47285;Samazan;6.7;10.1;57;5.9
47286;Sauméjan;0;50.6;49.4;0
47287;Saumont;0;41.7;40.7;9.4
47288;Sauvagnas;0;10.1;10.4;9.3
47289;La Sauvetat-de-Savères;0;29.4;19.3;40.8
47290;La Sauvetat-du-Dropt;15.1;24.7;5;30
47291;La Sauvetat-sur-Lède;9.8;9.9;16.9;9.6
47292;Sauveterre-la-Lémance;19.9;26.4;33.4;6.5
47293;Sauveterre-Saint-Denis;0;13.8;28.6;28.1
47294;Savignac-de-Duras;0;16.5;25.2;16.5
47295;Savignac-sur-Leyze;0;21.5;20;28.8
47296;Ségalas;0;8.4;32.7;8.5
47297;Sembas;0;25.5;23.5;25.5
47298;Sénestis;0;0;0;14.5
47299;Sérignac-Péboudou;0;0;0;49.9
47300;Sérignac-sur-Garonne;8.7;16.6;51.2;14.3
47301;Seyches;5.7;26.1;4.9;20.1
47302;Sos;5.3;36.7;10;15.8
47303;Soumensac;15.5;0;0;14.9
47304;Taillebourg;24.6;0;26.3;0
47305;Tayrac;0;27.5;15.5;0
47306;Le Temple-sur-Lot;4.6;21.2;35.5;12.6
47307;Thézac;0;6.6;26.9;13.7
47308;Thouars-sur-Garonne;12.5;12.5;24.7;0
47309;Tombebœuf;0;17.7;23;29.7
47310;Tonneins;9.5;30.7;26.1;7.5
47311;Tourliac;0;24.9;50.1;24.9
47312;Tournon-d'Agenais;9;32.2;15.2;17.4
47313;Tourtrès;0;0;18.9;60.8
47314;Trémons;0;19.4;0;39.9
47315;Trentels;2.1;16.5;23.8;25.3
47316;Varès;0;6.3;21.7;0
47317;Verteuil-d'Agenais;7.6;37.3;27.2;5.1
47318;Vianne;0;30.5;20.1;10.1
47319;Villebramar;0;0;24.9;0
47320;Villefranche-du-Queyran;1.5;34.1;19;22.7
47321;Villeneuve-de-Duras;4.9;9.3;37.7;14
47323;Villeneuve-sur-Lot;12.3;32.2;21.2;6.8
47324;Villeréal;4.4;37;20.2;19.7
47325;Villeton;6.2;24.7;20.6;17
47326;Virazeil;7.8;23.4;35.1;8.3
47327;Xaintrailles;6.8;21.5;21;29
47328;Saint-Georges;0;18.4;49.1;12.6
48001;Albaret-le-Comtal;0;11.3;10;0
48002;Albaret-Sainte-Marie;7.1;54.1;14.6;6.8
48003;Allenc;22.8;14.5;16.1;7.6
48004;Altier;0;16.2;0;16.1
48005;Antrenas;1.7;31.8;22.3;6.7
48007;Arzenc-d'Apcher;25;0;0;0
48008;Arzenc-de-Randon;0;21.8;21.8;0
48009;Peyre en Aubrac;4.7;21;24.6;9.4
48010;Auroux;4.6;47.3;9.1;4.4
48012;Les Monts-Verts;0;14;28.8;21.4
48013;Badaroux;10.2;35;15.1;6.4
48015;Pied-de-Borne;8;28.4;30;13.9
48016;Balsièges;10.6;33.9;34.7;6.1
48017;Banassac-Canilhac;4.1;21.1;39.5;18
48018;Barjac;0;11.3;21.7;21.5
48019;Barre-des-Cévennes;0;23.5;0;46.9
48020;Bassurels;100;0;0;0
48021;La Bastide-Puylaurent;0;21.7;56.3;11.1
48025;Les Bessons;0;16.3;0;16.5
48026;Blavignac;7.7;14.4;18;17.5
48027;Mont Lozère et Goulet;9.4;36;17.1;12.5
48028;Les Bondons;0;10;10;0
48029;Le Born;N/A - division par 0;N/A - division par 0;N/A - division par 0;N/A - division par 0
48030;Brenoux;0;15.8;0;36.2
48031;Brion;0;23;0;10.3
48032;Le Buisson;5.9;17.7;28.4;6.5
48034;La Canourgue;13.5;26.4;15.9;5.6
48036;Cassagnas;14.7;44.1;0;0
48037;Chadenet;0;15.8;0;50.3
48038;Bel-Air-Val-d'Ance;0;14.5;26.1;24.3
48039;Chanac;4.7;24;25.4;7.8
48041;Chastanier;N/A - division par 0;N/A - division par 0;N/A - division par 0;N/A - division par 0
48042;Chastel-Nouvel;13.1;11.9;25.6;14.9
48043;Châteauneuf-de-Randon;3.1;44.7;21.6;5.2
48044;Chauchailles;0;14.1;0;14.1
48045;Chaudeyrac;0;27.5;11.5;23.3
48046;Chaulhac;0;0;100;0
48048;Cheylard-l'Évêque;0;16.4;33.6;0
48050;Bédouès-Cocurès;0;27.7;27.9;10.7
48051;Le Collet-de-Dèze;2.5;42.5;18.6;17.3
48053;Cubières;14.6;16.7;0;0
48054;Cubiérettes;0;0;0;0
48055;Cultures;0;0;0;0
48056;Esclanèdes;5.5;10.8;16.9;21.3
48058;La Fage-Montivernoux;7.7;0;7.6;0
48059;La Fage-Saint-Julien;10;10;0;10
48061;Florac Trois Rivières;11.8;31.6;18.6;7.9
48063;Fontans;0;0;25.2;0
48064;Fournels;2.5;39.9;21.6;21.3
48065;Fraissinet-de-Fourques;0;13.6;51.9;0
48067;Gabriac;0;0;49.5;0
48068;Gabrias;20.2;39.4;0;0
48069;Gatuzières;0;0;0;100
48070;Grandrieu;4.9;27.6;11.3;14.5
48071;Grandvals;0;0;0;0
48072;Grèzes;N/A - division par 0;N/A - division par 0;N/A - division par 0;N/A - division par 0
48073;Les Hermaux;0;0;15;0
48074;Hures-la-Parade;0;23.4;21.1;4
48075;Ispagnac;6.6;25.6;27.7;7.9
48077;Julianges;0;0;0;0
48079;Lajo;0;0;0;0
48080;Langogne;9.9;35;21.3;9.6
48081;Lanuéjols;26.8;8.1;8;8.1
48082;Laubert;0;50.1;0;25
48083;Les Laubies;12.4;12.9;12.4;0
48085;Laval-du-Tarn;0;19.6;19.6;0
48086;Luc;0;28.7;8.9;17.8
48087;Prinsuéjols-Malbouzon;0;15;19.1;8.9
48088;La Malène;0;10.7;5.8;26.6
48089;Le Malzieu-Forain;0;0;10.3;0
48090;Le Malzieu-Ville;5.1;32;26.4;6.8
48091;Marchastel;0;34;0;0
48092;Marvejols;9.9;33.7;22.7;4.9
48094;Massegros Causses Gorges;1.5;14.4;36.8;10
48095;Mende;14.2;31.5;17.2;5.4
48096;Meyrueis;4.4;39.4;22.3;7.4
48097;Moissac-Vallée-Française;5;29.1;16.1;19.8
48098;Molezon;0;0;0;0
48099;Bourgs sur Colagne;2.6;50.9;11.6;3.9
48100;Montbel;0;0;0;0
48103;Montrodat;6.2;38.6;11;4.2
48104;Nasbinals;4.1;33.1;10.4;16.2
48105;Naussac-Fontanes;0;10.9;32.7;34
48106;Noalhac;0;0;25;0
48107;Palhers;5.9;23.7;5.8;17.7
48108;La Panouse;0;0;0;0
48110;Paulhac-en-Margeride;20;0;0;0
48111;Pelouse;0;23.6;0;47.1
48112;Pierrefiche;0;42.6;0;0
48115;Le Pompidou;9.1;9.1;0;36.2
48116;Pont de Montvert - Sud Mont Lozère;0;32.9;7;10.8
48117;Pourcharesses;25;12.5;25;12.6
48119;Prévenchères;6.6;13.2;13.4;13.3
48121;Prunières;0;26.8;0;0
48123;Recoules-d'Aubrac;0;27.5;13.1;6.6
48124;Recoules-de-Fumas;0;0;0;0
48126;Lachamp-Ribennes;8.1;0;0;0
48127;Monts-de-Randon;5.2;25.9;9.2;11.6
48128;Rimeize;7.7;32.6;7.9;22.7
48129;Rocles;0;0;36.1;15.9
48130;Rousses;0;0;23.4;76.6
48131;Le Rozier;24.9;12.3;0;37.7
48132;Saint-Alban-sur-Limagnole;7.5;37;14.1;4.9
48135;Saint-André-Capcèze;0;39;12.2;48.7
48136;Saint-André-de-Lancize;0;0;0;50
48137;Saint-Bauzile;25.9;8.9;9;18.3
48138;Saint-Bonnet-de-Chirac;0;0;0;100
48139;Saint Bonnet-Laval;4.2;17.5;40.5;6.3
48140;Saint-Chély-d'Apcher;12.3;27.1;26.3;7.5
48141;Mas-Saint-Chély;16.7;0;33.4;0
48144;Sainte-Croix-Vallée-Française;4.8;23.4;9.8;14.5
48145;Saint-Denis-en-Margeride;0;0;0;22.2
48146;Gorges du Tarn Causses;9.5;13.8;9.1;17.6
48147;Saint-Étienne-du-Valdonnez;3.2;24.2;4.3;10.7
48148;Saint-Étienne-Vallée-Française;6.7;26.8;13.5;19.9
48149;Sainte-Eulalie;0;0;0;0
48150;Saint-Flour-de-Mercoire;8.7;0;27.4;27.5
48151;Saint-Frézal-d'Albuges;0;0;33.6;0
48152;Ventalon en Cévennes;7.2;28.3;0;22.4
48153;Saint-Gal;33.3;0;0;0
48155;Saint-Germain-de-Calberte;5.8;20.1;22.9;28.5
48156;Saint-Germain-du-Teil;5.1;47.4;18.4;3.4
48157;Sainte-Hélène;0;0;0;0
48158;Saint-Hilaire-de-Lavit;0;0;15.3;42.8
48160;Saint-Jean-la-Fouillouse;0;0;0;0
48161;Saint-Juéry;0;33.8;31;35.1
48163;Saint-Julien-des-Points;32.1;34.9;33;0
48165;Saint-Laurent-de-Muret;0;0;19.1;0
48166;Cans et Cévennes;0;16.1;49.5;17.2
48167;Saint-Laurent-de-Veyrès;N/A - division par 0;N/A - division par 0;N/A - division par 0;N/A - division par 0
48168;Saint-Léger-de-Peyre;13.2;12.9;0;12.8
48169;Saint-Léger-du-Malzieu;0;0;20.3;0
48170;Saint-Martin-de-Boubaux;16.7;0;0;16.7
48171;Saint-Martin-de-Lansuscle;11.1;11.1;11.1;10.9
48173;Saint-Michel-de-Dèze;0;8.2;17;42.6
48174;Saint-Paul-le-Froid;0;0;12.5;0
48175;Saint-Pierre-de-Nogaret;0;0;0;0
48176;Saint-Pierre-des-Tripiers;0;22.5;17.4;39.9
48177;Saint-Pierre-le-Vieux;0;0;0;40.7
48178;Saint-Privat-de-Vallongue;0;23;11.2;33.5
48179;Saint-Privat-du-Fau;0;0;0;33.3
48181;Saint-Saturnin;0;100;0;0
48182;Saint-Sauveur-de-Ginestoux;0;0;25.1;0
48185;Les Salelles;N/A - division par 0;N/A - division par 0;N/A - division par 0;N/A - division par 0
48187;Les Salces;0;0;0;0
48188;Serverette;8.8;30.8;0;17.6
48190;Termes;16.8;15.9;0;33.6
48191;La Tieule;15.7;21.9;41.6;0
48192;Trélans;0;14.3;14.3;0
48193;Vebron;14.2;0;15.4;25.7
48194;Vialas;12.8;36.4;6;11.7
48198;Villefort;11.8;26.1;20.5;18.1
49002;Allonnes;2.7;20.7;40.7;7.9
49003;Tuffalun;6.5;23.2;28.6;16.2
49007;Angers;21.7;30.2;13.2;5.3
49008;Angrie;0;11;42.7;3.4
49009;Antoigné;14.4;14.3;28.1;0
49010;Armaillé;11.1;0;66.5;0
49011;Artannes-sur-Thouet;21.2;36;0;22.5
49012;Aubigné-sur-Layon;11;22.3;26.1;40.6
49015;Avrillé;14.9;26.4;25.6;5.5
49017;Baracé;9.3;18.1;19;18.5
49018;Baugé-en-Anjou;8.9;24.9;31.6;8.3
49020;Beaucouzé;20.1;23.5;19.8;3.8
49021;Beaufort-en-Anjou;11.9;28.1;24.1;8.1
49022;Beaulieu-sur-Layon;4.5;17.2;47.9;8.3
49023;Beaupréau-en-Mauges;9.8;25.8;30.5;6.5
49026;Bécon-les-Granits;10.3;31.8;18.2;12.1
49027;Bégrolles-en-Mauges;7.8;18.1;37.1;13.6
49028;Béhuard;0;0;0;67.3
49029;Blaison-Saint-Sulpice;6.5;25.6;33.2;16.1
49030;Blou;0;5.6;11.4;17.1
49035;Bouchemaine;15.1;30.9;18.8;7.5
49036;Bouillé-Ménard;0;38;0;33.9
49038;Bourg-l'Évêque;0;18.8;40.6;20.3
49041;Brain-sur-Allonnes;1.8;16.9;43.1;10.6
49045;La Breille-les-Pins;6.6;29.2;33.3;17.4
49048;Briollay;9.2;30.7;11.8;21
49050;Brissac Loire Aubance;9.8;23;30.4;11.5
49053;Brossay;4.5;18.1;52.9;9.2
49054;Candé;11.5;29.9;32.1;10.4
49055;Cantenay-Épinard;15.2;23.7;11.3;19.5
49056;Carbay;0;49.4;0;50.6
49057;Cernusson;0;18.6;18.8;27.6
49058;Les Cerqueux;10.3;11.6;50.6;1.4
49060;Bellevigne-les-Châteaux;9.9;16.3;47.4;5.3
49061;Challain-la-Potherie;0;10.2;36;5.1
49063;Chalonnes-sur-Loire;10.6;30.2;28.1;8.8
49064;Chambellay;15;8.9;20.4;11.3
49067;Chenillé-Champteussé;11.4;27.2;24;8.2
49068;Champtocé-sur-Loire;18.1;13.1;38.6;5.4
49069;Orée d'Anjou;8.9;27.4;27.1;11
49070;Chanteloup-les-Bois;0;18.8;21.5;9.4
49076;La Chapelle-Saint-Laud;18.2;18.2;27.8;26.9
49080;Les Hauts-d'Anjou;9;28.9;30.9;7.4
49082;Chaudefonds-sur-Layon;9.8;25.3;18.7;6.7
49086;Terranjou;8.9;22.7;41.4;5.8
49089;Chazé-sur-Argos;0;16.2;39.3;9.8
49090;Cheffes;9.8;27.1;26.2;26.4
49092;Chemillé-en-Anjou;7.6;23.4;34.5;6.8
49099;Cholet;14.7;24.8;27.5;4.8
49100;Cizay-la-Madeleine;0;4.5;39.7;7.8
49102;Cléré-sur-Layon;11.4;15.7;38;0
49107;Cornillé-les-Caves;8.3;1.3;62.9;5.2
49109;Coron;3.1;38.3;21.4;8.2
49110;Corzé;3.6;33.1;25.7;11.6
49112;Le Coudray-Macouard;5;18.4;43.1;7.4
49113;Courchamps;0;16.5;31.7;10.1
49114;Courléon;0;49.4;50.6;0
49120;Denée;6;23.9;16.4;14.9
49121;Dénezé-sous-Doué;0;20.5;29.7;10.4
49123;Distré;7.1;27.7;30.6;8.7
49125;Doué-en-Anjou;8.5;26.7;34.3;5.8
49127;Durtal;10;18.5;38.8;6.3
49129;Écouflant;13.7;10.5;46.2;5.5
49130;Écuillé;9.4;11.1;13.7;6.3
49131;Épieds;0;30.7;20.7;15.8
49132;Étriché;1.5;23.3;34.8;9.4
49135;Feneu;2.1;44;15.7;5.7
49138;Les Bois d'Anjou;2.5;20.2;27.1;17.6
49140;Fontevraud-l'Abbaye;5.6;66;13.2;0.8
49155;Grez-Neuville;7.1;33.9;22.1;10.1
49160;Ingrandes-le-Fresne-sur-Loire;12.4;29;22.3;6.7
49161;La Jaille-Yvon;12.2;16.5;11.2;16.6
49163;Jarzé Villages;6.2;26.7;25.5;11.2
